TITLE     = "DT Interpolated Flow Field"
VARIABLES = "X_m"
"Ne"
"Ni"
ZONE T="Extracted Points"
 STRANDID=0, SOLUTIONTIME=0
 I=99, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE )
 0.000000000E+00 3.245166503E-03 4.694817007E+14
 2.565656614E-04 1.259070449E-02 4.965130505E+14
 5.131313228E-04 3.391550109E-02 5.355049782E+14
 7.696969551E-04 7.647710294E-02 5.813640217E+14
 1.026262646E-03 1.494793892E-01 6.351608359E+14
 1.282828278E-03 2.577117682E-01 6.990647148E+14
 1.539393910E-03 3.997639418E-01 7.766902089E+14
 1.795959543E-03 5.687335134E-01 8.721710900E+14
 2.052525291E-03 7.604210973E-01 9.933348688E+14
 2.309090924E-03 9.704430103E-01 1.146834383E+15
 2.565656556E-03 1.198360324E+00 1.337411611E+15
 2.822222188E-03 1.445689082E+00 1.566208411E+15
 3.078787820E-03 1.711588621E+00 1.826616171E+15
 3.335353453E-03 1.991211891E+00 2.105681805E+15
 3.591919085E-03 2.275596380E+00 2.387304153E+15
 3.848484950E-03 2.550624132E+00 2.653343286E+15
 4.105050582E-03 2.807594299E+00 2.897927446E+15
 4.361615982E-03 3.042275190E+00 3.118875328E+15
 4.618181847E-03 3.253221989E+00 3.315994462E+15
 4.874747247E-03 3.434705257E+00 3.484470460E+15
 5.131313112E-03 3.588572025E+00 3.627940353E+15
 5.387878977E-03 3.724715948E+00 3.755522356E+15
 5.644444376E-03 3.845361710E+00 3.869272149E+15
 5.901010241E-03 3.943787575E+00 3.963002026E+15
 6.157575641E-03 4.033470631E+00 4.048784871E+15
 6.414141506E-03 4.114716053E+00 4.126898515E+15
 6.670706905E-03 4.183304787E+00 4.193484198E+15
 6.927272771E-03 4.247606277E+00 4.256070462E+15
 7.183838170E-03 4.305575371E+00 4.312735307E+15
 7.440404035E-03 4.357531071E+00 4.363717106E+15
 7.696969900E-03 4.407026768E+00 4.412375059E+15
 7.953535765E-03 4.450217247E+00 4.455083677E+15
 8.210101165E-03 4.491469860E+00 4.495885061E+15
 8.466666564E-03 4.528605461E+00 4.532634143E+15
 8.723231964E-03 4.562794209E+00 4.566474190E+15
 8.979798295E-03 4.594428539E+00 4.597792555E+15
 9.236363694E-03 4.622546673E+00 4.625651324E+15
 9.492929094E-03 4.649174213E+00 4.652042824E+15
 9.749494493E-03 4.671978951E+00 4.674640257E+15
 1.000606082E-02 4.693943977E+00 4.696405004E+15
 1.026262622E-02 4.712057114E+00 4.714355820E+15
 1.051919162E-02 4.729688644E+00 4.731830431E+15
 1.077575795E-02 4.743598461E+00 4.745615666E+15
 1.103232335E-02 4.757134914E+00 4.759030996E+15
 1.128888875E-02 4.767197132E+00 4.768986193E+15
 1.154545415E-02 4.776785374E+00 4.778469481E+15
 1.180202048E-02 4.783309937E+00 4.784910858E+15
 1.205858588E-02 4.789079189E+00 4.790602227E+15
 1.231515128E-02 4.792286873E+00 4.793746680E+15
 1.257171761E-02 4.794264317E+00 4.795667604E+15
 1.282828301E-02 4.794355392E+00 4.795704648E+15
 1.308484841E-02 4.792560101E+00 4.793857812E+15
 1.334141381E-02 4.789538383E+00 4.790789595E+15
 1.359798014E-02 4.783961773E+00 4.785178757E+15
