TITLE     = "DT Interpolated Flow Field"
VARIABLES = "X_m"
"Ne"
"Ni"
ZONE T="Extracted Points"
 STRANDID=0, SOLUTIONTIME=0
 I=99, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE )
 0.000000000E+00 1.747166098E-04 4.666205143E+14
 2.565656614E-04 1.855251903E-04 4.999508698E+14
 5.131313228E-04 2.362244413E-04 5.390962755E+14
 7.696969551E-04 3.982237249E-04 5.851548672E+14
 1.026262646E-03 9.713045438E-04 6.394048676E+14
 1.282828278E-03 3.123285016E-03 7.044390611E+14
 1.539393910E-03 1.019213349E-02 7.842371375E+14
 1.795959543E-03 3.005380370E-02 8.829084411E+14
 2.052525291E-03 8.470320702E-02 1.008001310E+15
 2.309090924E-03 2.078641951E-01 1.165357235E+15
 2.565656556E-03 4.300121963E-01 1.358889266E+15
 2.822222188E-03 7.620077133E-01 1.589284734E+15
 3.078787820E-03 1.179277301E+00 1.850008710E+15
 3.335353453E-03 1.632290006E+00 2.128359367E+15
 3.591919085E-03 2.065667391E+00 2.408521560E+15
 3.848484950E-03 2.441242456E+00 2.672085986E+15
 4.105050582E-03 2.760155916E+00 2.914018004E+15
 4.361615982E-03 3.029421329E+00 3.132397495E+15
 4.618181847E-03 3.256813049E+00 3.327061251E+15
 4.874747247E-03 3.443098783E+00 3.493000534E+15
 5.131313112E-03 3.597541571E+00 3.634465482E+15
 5.387878977E-03 3.732927322E+00 3.760420498E+15
 5.644444376E-03 3.852180958E+00 3.872887975E+15
 5.901010241E-03 3.949314833E+00 3.965765837E+15
 6.157575641E-03 4.037868500E+00 4.050822564E+15
 6.414141506E-03 4.118141651E+00 4.128330886E+15
 6.670706905E-03 4.186088085E+00 4.194560893E+15
 6.927272771E-03 4.249842167E+00 4.256850803E+15
 7.183838170E-03 4.307400703E+00 4.313303854E+15
 7.440404035E-03 4.359042645E+00 4.364114927E+15
 7.696969900E-03 4.408266544E+00 4.412622825E+15
 7.953535765E-03 4.451306820E+00 4.455284198E+15
 8.210101165E-03 4.492426872E+00 4.496047464E+15
 8.466666564E-03 4.529467583E+00 4.532778025E+15
 8.723231964E-03 4.563576698E+00 4.566607871E+15
 8.979798295E-03 4.595143795E+00 4.597921404E+15
 9.236363694E-03 4.623206139E+00 4.625777488E+15
 9.492929094E-03 4.649782181E+00 4.652167378E+15
 9.749494493E-03 4.672543526E+00 4.674766422E+15
 1.000606082E-02 4.694467068E+00 4.696533316E+15
 1.026262622E-02 4.712539196E+00 4.714481985E+15
 1.051919162E-02 4.730129719E+00 4.731952838E+15
 1.077575795E-02 4.743991852E+00 4.745722503E+15
 1.103232335E-02 4.757480621E+00 4.759120654E+15
 1.128888875E-02 4.767494678E+00 4.769055450E+15
 1.154545415E-02 4.777035236E+00 4.778517263E+15
 1.180202048E-02 4.783521652E+00 4.784947366E+15
 1.205858588E-02 4.789255619E+00 4.790630144E+15
 1.231515128E-02 4.792434216E+00 4.793771376E+15
 1.257171761E-02 4.794385910E+00 4.795692837E+15
 1.282828301E-02 4.794450760E+00 4.795729881E+15
 1.308484841E-02 4.792629242E+00 4.793883582E+15
 1.334141381E-02 4.789580345E+00 4.790814828E+15
 1.359798014E-02 4.783974171E+00 4.785200769E+15
