TITLE     = "DT Interpolated Flow Field"
VARIABLES = "X_m"
"Ne"
"Ni"
ZONE T="Extracted Points"
 STRANDID=0, SOLUTIONTIME=0
 I=99, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE )
 0.000000000E+00 6.993468106E-02 4.792674482E+14
 2.565656614E-04 1.361885816E-01 5.015336995E+14
 5.131313228E-04 2.236415446E-01 5.404698597E+14
 7.696969551E-04 3.296685517E-01 5.859256796E+14
 1.026262646E-03 4.485247433E-01 6.388644399E+14
 1.282828278E-03 5.751147270E-01 7.014236585E+14
 1.539393910E-03 7.075537443E-01 7.772909674E+14
 1.795959543E-03 8.467943668E-01 8.707916673E+14
 2.052525291E-03 9.979989529E-01 9.898701053E+14
 2.309090924E-03 1.167187333E+00 1.141470908E+15
 2.565656556E-03 1.359271765E+00 1.330908762E+15
 2.822222188E-03 1.577341557E+00 1.559925948E+15
 3.078787820E-03 1.820011139E+00 1.822086725E+15
 3.335353453E-03 2.081051826E+00 2.103989722E+15
 3.591919085E-03 2.350312471E+00 2.388665389E+15
 3.848484950E-03 2.612528324E+00 2.656850395E+15
 4.105050582E-03 2.858403921E+00 2.902673385E+15
 4.361615982E-03 3.083508253E+00 3.124119751E+15
 4.618181847E-03 3.286239862E+00 3.321155671E+15
 4.874747247E-03 3.461013317E+00 3.489017757E+15
 5.131313112E-03 3.609668493E+00 3.631789449E+15
 5.387878977E-03 3.741566181E+00 3.758699827E+15
 5.644444376E-03 3.858811378E+00 3.871833024E+15
 5.901010241E-03 3.954908848E+00 3.965076764E+15
 6.157575641E-03 4.042605400E+00 4.050437360E+15
 6.414141506E-03 4.122194767E+00 4.128189958E+15
 6.670706905E-03 4.189609051E+00 4.194537002E+15
 6.927272771E-03 4.252891541E+00 4.256915496E+15
 7.183838170E-03 4.310070515E+00 4.313416328E+15
 7.440404035E-03 4.361424923E+00 4.364274378E+15
 7.696969900E-03 4.410394669E+00 4.412825494E+15
 7.953535765E-03 4.453224659E+00 4.455481498E+15
 8.210101165E-03 4.494142056E+00 4.496232148E+15
 8.466666564E-03 4.530994892E+00 4.532934254E+15
 8.723231964E-03 4.564929008E+00 4.566731352E+15
 8.979798295E-03 4.596331596E+00 4.598009451E+15
 9.236363694E-03 4.624250889E+00 4.625838155E+15
 9.492929094E-03 4.650692940E+00 4.652203348E+15
 9.749494493E-03 4.673336029E+00 4.674778233E+15
 1.000606082E-02 4.695144653E+00 4.696520968E+15
 1.026262622E-02 4.713124275E+00 4.714455678E+15
 1.051919162E-02 4.730624676E+00 4.731914183E+15
 1.077575795E-02 4.744420052E+00 4.745688143E+15
 1.103232335E-02 4.757843971E+00 4.759093273E+15
 1.128888875E-02 4.767803192E+00 4.769038270E+15
 1.154545415E-02 4.777289867E+00 4.778511894E+15
 1.180202048E-02 4.783721447E+00 4.784947366E+15
 1.205858588E-02 4.789400101E+00 4.790633366E+15
 1.231515128E-02 4.792521477E+00 4.793774597E+15
 1.257171761E-02 4.794414997E+00 4.795693374E+15
 1.282828301E-02 4.794422150E+00 4.795728270E+15
 1.308484841E-02 4.792542934E+00 4.793879287E+15
 1.334141381E-02 4.789436817E+00 4.790810533E+15
 1.359798014E-02 4.783775330E+00 4.785199695E+15
