TITLE = "DT cycle-start spatial average"
VARIABLES = "step", "wallTime", "targetCycle", "runTime", "runCyc", "NeAve", "NiAve", "EeAve"
ZONE T="Average_phase0", F=POINT
0	0.00000000	0	0.00000000e+00	0.00000000	1.00000000e+14	1.00000000e+14	2.40315765e-05
100	1.78799880	1	7.37463127e-08	1.00000000	9.69362509e+13	1.15340194e+14	1.17152247e-04
200	3.56633518	2	1.47492625e-07	2.00000000	1.21431634e+14	1.46530403e+14	1.47558214e-04
300	5.34761202	3	2.21238938e-07	3.00000000	1.54547024e+14	1.84469880e+14	1.87074913e-04
400	7.13051806	4	2.94985251e-07	4.00000000	1.94754312e+14	2.28959713e+14	2.33902028e-04
500	8.91618970	5	3.68731563e-07	5.00000000	2.40656263e+14	2.79065676e+14	2.86121647e-04
600	10.70152682	6	4.42477876e-07	6.00000000	2.90546741e+14	3.33231085e+14	3.41561535e-04
700	12.49705381	7	5.16224189e-07	7.00000000	3.42737569e+14	3.89768977e+14	3.98250762e-04
800	14.28410910	8	5.89970501e-07	8.00000000	3.95719472e+14	4.47106694e+14	4.54916108e-04
900	16.07035028	9	6.63716814e-07	9.00000000	4.48265857e+14	5.03942925e+14	5.10279947e-04
1000	17.86226355	10	7.37463127e-07	10.00000000	4.99655197e+14	5.59492813e+14	5.63566801e-04
1100	19.64933568	11	8.11209440e-07	11.00000000	5.49493512e+14	6.13318483e+14	6.14420669e-04
1200	21.43484859	12	8.84955752e-07	12.00000000	5.97576919e+14	6.65188984e+14	6.62689343e-04
1300	23.22241945	13	9.58702065e-07	13.00000000	6.43888185e+14	7.15073077e+14	7.08611678e-04
1400	25.00799928	14	1.03244838e-06	14.00000000	6.88564871e+14	7.63104979e+14	7.52471141e-04
1500	26.80465412	15	1.10619469e-06	15.00000000	7.31801073e+14	8.09482581e+14	7.94574432e-04
1600	28.59401430	16	1.17994100e-06	16.00000000	7.73815756e+14	8.54429025e+14	8.35293738e-04
1700	30.38455557	17	1.25368732e-06	17.00000000	8.14807250e+14	8.98153851e+14	8.74932528e-04
1800	32.17250580	18	1.32743363e-06	18.00000000	8.54884075e+14	9.40775019e+14	9.13714004e-04
1900	33.96548975	19	1.40117994e-06	19.00000000	8.94083983e+14	9.82337974e+14	9.51537475e-04
2000	35.75738796	20	1.47492625e-06	20.00000000	9.32377995e+14	1.02282368e+15	9.88413343e-04
2100	37.55623152	21	1.54867257e-06	21.00000000	9.69722302e+14	1.06219857e+15	1.02433984e-03
2200	39.35145758	22	1.62241888e-06	22.00000000	1.00610452e+15	1.10045976e+15	1.05926295e-03
2300	41.14874989	23	1.69616519e-06	23.00000000	1.04152130e+15	1.13760946e+15	1.09319322e-03
2400	42.93935627	24	1.76991150e-06	24.00000000	1.07593356e+15	1.17362217e+15	1.12611588e-03
2500	44.72604643	25	1.84365782e-06	25.00000000	1.10941095e+15	1.20857970e+15	1.15796570e-03
2600	46.51859970	26	1.91740413e-06	26.00000000	1.14209294e+15	1.24263275e+15	1.18883174e-03
2700	48.30735316	27	1.99115044e-06	27.00000000	1.17409615e+15	1.27590899e+15	1.21881362e-03
2800	50.09363347	28	2.06489676e-06	28.00000000	1.20542122e+15	1.30841908e+15	1.24801568e-03
2900	51.87874019	29	2.13864307e-06	29.00000000	1.23603983e+15	1.34014314e+15	1.27644258e-03
3000	53.67159022	30	2.21238938e-06	30.00000000	1.26593244e+15	1.37106829e+15	1.30408914e-03
3100	55.46093009	31	2.28613569e-06	31.00000000	1.29508577e+15	1.40118562e+15	1.33096037e-03
3200	57.25135807	32	2.35988201e-06	32.00000000	1.32350024e+15	1.43049875e+15	1.35706584e-03
3300	59.04619028	33	2.43362832e-06	33.00000000	1.35115958e+15	1.45899980e+15	1.38240123e-03
3400	60.83258472	34	2.50737463e-06	34.00000000	1.37805243e+15	1.48667892e+15	1.40697392e-03
3500	62.62398641	35	2.58112094e-06	35.00000000	1.40415574e+15	1.51351995e+15	1.43078054e-03
3600	64.41215988	36	2.65486726e-06	36.00000000	1.42945733e+15	1.53951333e+15	1.45379766e-03
3700	66.20216968	37	2.72861357e-06	37.00000000	1.45397265e+15	1.56467727e+15	1.47599863e-03
3800	67.99038059	38	2.80235988e-06	38.00000000	1.47773868e+15	1.58905154e+15	1.49741696e-03
