variables=x,tau0.50
0.00611723750138779, 2.291055868142733
0.016256522844730337, 3.2631952179534505
0.027885720834780803, 4.046853454914027
0.07603926779389059, 4.450390564841642
0.13182145402580836, 4.225406592147159
0.23234757942917716, 4.027599199171954
0.2993291811569028, 3.832950707529431
0.3615724308856026, 3.732918831994441
0.4526039446869929, 3.692956223071443
0.5356844823448932, 3.7165226298390834
0.6075656045069857, 3.7097535555547605
0.6778493683988094, 3.703134905143422
0.752943114705366, 3.7274534312759897
0.8440104437146099, 3.750267718678705
0.8999179831740154, 3.745002883124231
0.9498479644426614, 4.462274050807455
0.9616025156601995, 5.465651424908046
0.971759708607469, 6.469179222881621
0.9799792988098606, 6.8764769296338635
0.9904624101485973, 5.65127448417147
0.992743838888869, 4.0501627801196936
