variables=x,tau0.25
0.002743444921582572, 1.9774722342601123
0.01135700241036347, 3.0753158005952503
0.06441006980384012, 3.666732327881066
0.1410116363610316, 3.533958189326354
0.2098054876061473, 3.7158206517651546
0.29929336594904926, 3.7701738112037138
0.3775460135882898, 3.731414593264592
0.474966960470755, 3.690850288849653
0.5692290060205363, 3.7133637285063994
0.6507121854081679, 3.737080559147026
0.7594579010139284, 3.9465708729240614
0.858673189809857, 4.251129074427585
0.9311989857133136, 5.374344134006183
0.9418934067783862, 7.319525376865526
0.946198394762384, 9.26530831521681
0.9520828334127236, 11.179552381532249
0.9640164606695294, 12.496814237261429
0.9832420642453199, 9.795452184906758
0.9885391334868612, 7.880155151480423
0.9937645723126953, 5.839304325402654
0.9924931324338939, 3.61072450583967
